21601,online,TelenorOnline,nil,1,nil,nil
21601,net,DjuiceNET,nil,1,nil,0
21601,wap,DjuiceWAP,nil,1,nil,0
21630,internet.telekom,T-MobileH,nil,1,nil,1
21670,internet.vodafone.net,VodafoneInternet,nil,1,nil,0
21670,wap.vodafone.net,VodafoneLive!,vodawap,1,vodawap,1
21670,vitamax.internet.vodafone.net,VodafoneInternetVitaMAX,nil,1,nil,nil
21670,vitamax.wap.vodafone.net,VodafoneLive!VitaMAX,vodawap,1,vodawap,1
21803,wap.eronet.ba,HTEronetWAP,nil,1,nil,nil
21803,gprs.eronet.ba,HTEronetGPRS,nil,1,nil,nil
21805,3g1,m,nil,1,nil,nil
21890,active.bhmobile.ba,BHMobileInternet,nil,1,nil,nil
21901,internet.ht.hr,T-MobileInternet,nil,1,nil,1
21901,web.htgprs,bonbonInternet,nil,1,nil,1
21902,internet.tele2.hr,Tele2,nil,1,nil,nil
21910,data.vip.hr,Broadband,38591,1,38591,1
22001,internet,Telenorinternet,gprs,1,telenor,1
22002,internet,TelenorMNEinternet,gprs,1,gprs,nil
22003,gprswap,mt,064,1,mts,1
22003,gprsinternet,MTSInternetRS,064,1,mts,0
22004,tmcg-wnw,T-MobileInternet,38267,1,38267,nil
20404,pda.stm.sk.ca,SaskTel,nil,1,nil,nil
20465,agms,agms,nil,1,nil,nil
22005,vipmobile,VipGPRS,vipmobile,1,vipmobile,1
22201,wap.tim.it,TIMWAP,nil,1,nil,nil
22201,ibox.tim.it,TIMDUN(IT),nil,1,nil,0
22201,internet.windmobile.ca,Internet,nil,1,nil,nil
22201,modem.iusacellgsm.mx,Modem,iusacellgsm,1,iusacellgsm,0
22201,web.iusacellgsm.mx,Internet,iusacellgsm,1,iusacellgsm,0
22201,web.noverca.it,NOVERCAWEB,nil,1,nil,0
22210,mobile.vodafone.it,Acc.Internetdacell,nil,1,nil,nil
22210,web.omnitel.it,TetheringInternet,nil,1,nil,0
22210,wap.postemobile.it,PosteMobile,nil,1,nil,0
22210,internet.postemobile.it,PosteMobile(DUN),nil,1,nil,0
22210,mobile.erg.it,ErgMobileWAP,nil,1,nil,0
22250,iliad,Iliad,nil,1,nil,nil
22254,data.plintron.it,Plintron,nil,1,nil,1
22288,internet.wind,WINDWEB,nil,1,nil,nil
22288,internet.windmobile.ca,Internet,nil,1,nil,nil
22299,tre.it,3,nil,1,nil,nil
22299,apn.fastweb.it,FastwebWEB,nil,1,nil,nil
22601,live.vodafone.com,Vodafonelive!,vodafone,1,live,1
22601,live.pre.vodafone.com,Vodafonelive!PRE,vodafone,1,live,0
22603,broadband,CosmoteConnectMobile,nil,1,nil,nil
22603,wnw,web'n'walk,wnw,1,wnw,1
22605,internet,Digi.Mobil,nil,1,nil,1
22606,broadband,CosmoteConnectMobile,nil,1,nil,nil
22606,wnw,web'n'walk,wnw,1,wnw,nil
22610,net,OrangeInternet,nil,1,nil,nil
22801,gprs.swisscom.ch,SwisscomServices,nil,1,nil,nil
22802,internet,Sunriselive,nil,1,nil,nil
22803,internet,OrangeInternet,nil,1,nil,nil
22803,netgprs.com,netgprs.com,tsl,1,tsl,nil
23001,internet.t-mobile.cz,T-MobileCZ,wap,1,wap,1
23002,internet,O2internet,nil,1,nil,nil
23003,internet,Internet,nil,1,nil,nil
23101,internet,OrangeSK,nil,1,nil,nil
23101,orangewap,OrangeWorld,wap,1,wap,1
23102,internet,T-Mobileinternet,nil,1,nil,1
23106,o2internet,O2internet,nil,1,nil,nil
23201,a1.net,live!,ppp,1,ppp@a1plus.at,1
23203,internet.t-mobile.at,T-MobileLTE,tm,1,t-mobile,1
23205,drei.at,Planet3,nil,1,nil,nil
23207,web,tele.ringweb,web,1,web@telering.at,1
23210,drei.at,Planet3,nil,1,nil,nil
23211,bob.at,data.bob,ppp,1,data@bob.at,1
23212,web.yesss.at,yesss!,nil,1,nil,nil
23222,data.plintron.at,Plintron,nil,1,nil,1
23401,internet,UBIQUISYS,nil,1,nil,nil
23402,mobile.o2.co.uk,O2MOBILEWEB,O2web,1,O2web,nil
23408,internet.btonephone.com,BTOnePhoneInternet,nil,1,nil,nil
23410,mobile.o2.co.uk,O2MobileWeb,password,1,o2web,nil
23410,payandgo.o2.co.uk,O2Pay&Go,password,1,payandgo,nil
23410,prepay.tesco-mobile.com,TESCO,password,1,tescowap,1
23410,giffgaff.com,giffgaff,password,1,giffgaff,1
23410,mobiledata,JumpUK,nil,1,nil,0
23411,mobile.o2.co.uk,O2MOBILEWEB,O2web,1,O2web,nil
23415,wap.vodafone.co.uk,VodafoneUK,wap,1,wap,1
23415,pp.vodafone.co.uk,VodafoneUKPrepay,wap,1,wap,1
23415,asdamobiles.co.uk,ASDAWAP,wap,1,wap,1
23415,payg.talkmobile.co.uk,TalkmobPAYGWAP,wap,1,wap,1
23415,talkmobile.co.uk,TalkmobWAP,wap,1,wap,1
23415,mobile.talktalk.co.uk,TalkTalkWAP,nil,1,nil,nil
23415,payg.mobilebysainsburys.co.uk,Sainsbury'sPAYG,nil,1,nil,1
23415,uk.lebara.mobi,LebaraInternet,wap,1,wap,1
23420,three.co.uk,3,nil,1,nil,nil
23420,3hotspot,3Hotspot,nil,1,nil,0
23426,data.lycamobile.co.uk,Lycamobile,plus,1,lmuk,1
23430,goto.virginmobile.uk,VirginMediaMobileInternet,nil,1,user,1
23430,everywhere,EEInternet,secure,1,eesecure,1
23430,internet.btonephone.com,BTOnePhoneInternet,nil,1,nil,nil
23433,tslpaygnet,Internet,nil,1,nil,0
23433,everywhere,EEInternet,secure,1,eesecure,1
23425,iot.truphone.com,Truphone,nil,1,nil,nil
23439,Jump,Jump,nil,1,nil,nil
23439,gamma.co.uk,GammaData,nil,1,nil,nil
23450,pepper,pepperWEB(Jersey),nil,1,nil,nil
23455,internet,C&WGuernseyInternet,nil,1,nil,nil
23458,3gpronto,3GHSDPA,nil,1,nil,nil
23458,web.manxpronto.net,ManxTelecomContractWEB,gprs,1,gprs,nil
23486,everywhere,EEInternet,secure,1,eesecure,1
23594,3hotspot,3hotspot,nil,1,nil,0
23594,three.co.uk,3,nil,1,nil,nil
23801,internet,DKTDC,nil,1,nil,0
23801,internet,TDCInternet,nil,1,nil,nil
23801,wap,TELMOREWAP,nil,1,nil,0
23802,Internet,TelenorInternet,nil,1,nil,nil
23806,data.tre.dk,3,nil,1,nil,nil
23820,www.internet.mtelia.dk,TeliaSurfPort,nil,1,nil,nil
23820,webSP,CallmeInternet,nil,1,nil,nil
23830,web.orange.dk,OrangeDE,nil,1,nil,nil
23877,Internet,TelenorInternet,nil,1,nil,nil
24001,online.telia.se,Telia,nil,1,nil,nil
24001,halebop.telia.se,HalebopInternet,nil,1,nil,nil
24002,data.tre.se,3,nil,1,nil,nil
24004,data.tre.se,3,nil,1,nil,nil
24005,4g.tele2.se,Tele2Internet,nil,1,nil,nil
24005,internet.tele2.se,Tele2Internet3G,nil,1,nil,nil
24005,online.telia.se,Telia,nil,1,nil,nil
24005,halebop.telia.se,HalebopInternet,nil,1,nil,nil
24006,internet,Internet,nil,1,nil,nil
24007,4g.tele2.se,Tele2Internet,nil,1,nil,nil
24007,internet.tele2.se,Tele2Internet3G,nil,1,nil,nil
24007,internet.tele2.no,Tele2Internet,wap,1,wap,1
24007,Jump,Jump,nil,1,nil,nil
24007,gamma.co.uk,GammaData,nil,1,nil,nil
24008,internet.telenor.se,TelenorSE,nil,1,nil,nil
24009,com4,Com4,nil,1,nil,nil
24010,data.springmobil.se,Springdata,nil,1,nil,nil
240017,halebop.telia.se,HalebopInternet,nil,1,nil,nil
24024,4g.tele2.se,Tele2Internet,nil,1,nil,nil
24024,internet.tele2.se,Tele2Internet3G,nil,1,nil,nil
24201,internet.ventelo.no,VenteloInternett,nil,1,nil,nil
24201,telenor,Telenor,nil,1,nil,nil
24202,netcom,NetCom,nil,1,nil,nil
24204,internet.tele2.no,Tele2Internet,nil,1,nil,nil
24205,internet,NwNInternet,nil,1,nil,nil
24209,com4,Com4,nil,1,nil,nil
24403,internet,DNAInternet,nil,1,nil,nil
24404,internet,DNAInternet,nil,1,nil,nil
24405,internet,ElisaInternet,nil,1,nil,nil
24405,internet.saunalahti,SaunalahtiInternet,nil,1,nil,nil
24410,internet.song.fi,TDCInternet,songnet,1,song@internet,nil
24412,internet,DNAInternet,nil,1,nil,nil
24412,dnapro.fi,DNAProInternet,nil,1,nil,1
24412,inet.tdc.fi,TDCInternetFinland,nil,1,nil,1
24413,internet,DNAInternet,nil,1,nil,nil
24421,internet.saunalahti,SaunalahtiInternet,nil,1,nil,nil
24491,internet,SONERAInternet,nil,1,nil,nil
24601,omnitel,OmnitelInternet,omni,1,omni,1
24602,wap,BiteInternet,nil,1,nil,nil
24608,mezon,Mezon,nil,1,nil,nil
24603,internet.tele2.lt,Tele2InternetLT,nil,1,nil,nil
246081,VZW800,Test800,nil,3,nil,nil
246081,VZWINTERNET,TestInternet,nil,3,nil,3
246081,VZWINTERNET,TestInternet,nil,3,nil,nil
24681,VZW800,Test800,nil,3,nil,nil
24681,VZWINTERNET,TestInternet,nil,3,nil,3
24681,VZWINTERNET,TestInternet,nil,3,nil,nil
24701,internet.lmt.lv,LMTInternet,nil,1,nil,nil
24702,internet.tele2.lv,Tele2LVInternet,nil,1,nil,nil
24705,internet,BiteLVInternet,nil,1,nil,nil
24705,wap,BiteLVWAP,nil,1,nil,nil
24801,internet.emt.ee,EMTInternet,nil,1,nil,nil
24801,wap.emt.ee,EMTWAP,nil,1,nil,nil
24801,send.ee,Send,nil,1,nil,nil
24802,internet,ElisaInternet,nil,1,nil,nil
24802,wap,ElisaWAP,nil,1,nil,nil
24803,internet.tele2.ee,Tele2Internet,nil,1,nil,nil
25001,internet.mts.ru,MTSInternet,mts,1,mts,1
25002,internet,MegafonInternet,nil,1,nil,nil
25011,yota.ru,YOTAInternet,nil,1,nil,nil
25020,internet.tele2.ru,TELE2Internet,nil,1,nil,nil
25028,vodalte.ru,VODAinternet,nil,1,nil,nil
25062,m.tinkoff,TinkoffMobile,nil,1,nil,nil
25099,internet.beeline.ru,BeelineInternet,beeline,1,beeline,1
25501,internet,MTS-internet,nil,1,nil,nil
25502,internet.beeline.ua,Beeline-internet,nil,1,nil,nil
25503,www.kyivstar.net,KyivstarInternet,internet,1,igprs,1
25503,www.djuice.com.ua,DjuiceInternet,nil,1,nil,nil
25506,internet,Life,nil,1,nil,nil
25507,3g.utel.ua,UtelInternet,nil,1,nil,nil
25701,web.velcom.by,VelcomInternet,nil,1,nil,1
25702,mts,MTSInternet,mts,1,mts,1
25704,internet.life.com.by,life,nil,1,nil,1
25901,wap.orange.md,Orange_Internet_GPRS,nil,1,nil,nil
25902,internet,MoldcellInternet,nil,1,nil,nil
25905,internet3g.unite.md,UniteInternetPrePay,nil,1,nil,nil
25905,internet.unite.md,UniteInternetPostPay,nil,1,nil,nil
26001,plus,PlusInternet,nil,1,nil,nil
26002,internet,T-mobile.pl,nil,1,nil,nil
26002,heyah.pl,heyahinternet,nil,1,nil,nil
26003,Internet,OrangeInternet,internet,1,internet,1
26006,internet,PlayInternet,nil,1,nil,nil
26033,iot.truphone.com,Truphone,nil,1,nil,nil
26044,rebtel,Rebtel,nil,1,nil,nil
26201,internet.telekom,TelekomInternet,telekom,1,telekom,1
26202,web.vodafone.de,VodafoneDE,nil,1,nil,nil
26202,home.vodafone.de,VodafoneDE,nil,1,nil,nil
26203,internet.eplus.de,E-PlusInternet,internet,1,eplus,1
26207,internet,o2Internet,nil,1,nil,nil
26207,pinternet.interkom.de,o2InternetPrepaid,nil,1,nil,nil
26207,webmobil1,TchiboInternet,nil,1,nil,nil
26242,iot.truphone.com,Truphone,nil,1,nil,nil
26801,net2.vodafone.pt,VodafoneNet2,vodafone,1,vodafone,1
26801,internet.vodafone.pt,vodafonePdun,nil,1,nil,0
26803,umts,PortalOptimus,nil,1,nil,nil
26803,modem,OptimusHotSpot,nil,1,nil,nil
26806,internet,tmninternet,nil,1,nil,nil
27001,wap.pt.lu,LUXGSMWAP,wap,1,wap,nil
27002,internet,MTXC,nil,1,nil,nil
27077,internet,TangoWAP,tango,1,tango,nil
27077,netgprs.com,netgprs.com,tsl,1,tsl,nil
27099,orange.lu,Orange,nil,1,nil,nil
27201,live.vodafone.com,VodafoneIE,nil,1,nil,nil
27201,hs.vodafone.ie,VodafoneMISP,vodafone,1,vodafone,0
27202,3iot.com,3Ireland,nil,1,nil,nil
27202,internet,3Ireland,nil,1,nil,0
27203,data.mymeteor.ie,MeteorData,wap,1,my,1
27205,3ireland.ie,3Ireland,nil,1,nil,nil
27211,tescomobile.liffeytelecom.com,Tesco,nil,1,nil,nil
27401,internet,SiminnInternet,nil,1,nil,nil
27402,gprs.is,VodafoneInternet,nil,1,nil,nil
27403,gprs.is,VodafoneInternet,nil,1,nil,0
27411,net.nova.is,NetNova,nil,1,nil,nil
27801,internet,VodafoneMT,internet,1,internet,nil
28001,cytamobile,CYTA,nil,1,nil,nil
28010,internet,MTNInternet,nil,1,nil,nil
28020,ip.primetel,PrimeTel,nil,1,nil,nil
28401,inet-gprs.mtel.bg,MTel,nil,1,nil,nil
28403,internet.vivacom.bg,VIVACOMInternet,vivacom,1,vivacom,1
28405,telenorbg,TelenorInternet,nil,1,nil,0
28411,bulsat.com,bulsatcom,nil,1,nil,nil
28413,apn.maxtelecom.bg,MAXTELECOM,nil,1,nil,nil
28601,internet,TURKCELLINTERNET,nil,1,nil,nil
28602,internet,Vodafoneinternet,nil,1,nil,1
28603,internet,AVEAINTERNET,nil,1,nil,1
29001,internet,TeleInternet,nil,1,nil,nil
29340,internet.simobil.si,Si.mobilGPRS,internet,1,simobil,1
29341,internet,MobilniInternet,internet,1,mobitel,1
29364,internet.t-2.net,T2,nil,1,nil,nil
29370,internet.tusmobil.si,TusmobilInternet,internet,1,tusmobil,1
29370,telemach.net,TelemachInternet,nil,1,nil,nil
29401,internet,T-MobileMKInternet,t-mobile,1,internet,nil
29402,Internet,Cosmofon,Internet,1,Internet,nil
29403,vipoperator,Internet,vipoperator,1,vipoperator,nil
29505,em,EMnify,nil,1,nil,nil
29509,em,EMnify,nil,1,nil,nil
29509,bicsapn,BICS,nil,1,nil,nil
29702,tmcg-wnw,T-MobileInternet,38267,1,38267,nil
302220,sp.telus.com,TELUS,nil,1,nil,nil
302220,isp.telus.com,TELUSTether,nil,1,nil,nil
302220,sp.koodo.com,Koodo,nil,1,nil,nil
302220,sp.mb.com,MobileInternet,nil,1,nil,nil
302220,isp.mb.com,TetheredMobileInternet,nil,1,nil,nil
302221,isp.telus.com,TELUSISP,nil,1,nil,nil
302221,sp.koodo.com,Koodo,nil,1,nil,nil
302221,isp.mb.com,TetheredPCMobile,nil,1,nil,nil
302320,wap.davewireless.com,MOWAP,nil,1,nil,nil
302270,wisp.mobi.eastlink.ca,Internet,nil,1,nil,nil
302370,ltedata.apn,FidoTethering,nil,1,nil,nil
302370,ltemobile.apn,FidoInternet,nil,1,nil,nil
302370,sp.mts,MTS,nil,1,nil,nil
302370,internet.mts,MTSTetheringS,nil,1,nil,nil
302490,internet.windmobile.ca,Internet,nil,1,nil,nil
302500,media.ng,Media,nil,1,nil,nil
302510,media.ng,Media,nil,1,nil,nil
302520,media.ng,Media,nil,1,nil,nil
302610,pda.bell.ca,BellMobility,nil,1,nil,nil
302610,ota.bell.ca,BellMobility,nil,1,nil,nil
302660,sp.mts,MTS,nil,1,nil,nil
302660,internet.mts,MTSTethering,nil,1,nil,nil
302720,ltemobile.apn,RogersLTE,nil,1,nil,nil
302720,chatrweb.apn,chatr,nil,1,nil,nil
302720,chatrisp.apn,ChatrTethering,nil,1,nil,nil
302720,ltedata.apn,TbaytelTethering,nil,1,nil,nil
302780,pda.stm.sk.ca,SaskTel,nil,1,nil,nil
310000,VZWINTERNET,Bluewire,nil,3,nil,nil
310020,union.wap.com,UnionWirelessData,nil,1,nil,nil
310004,internet,Verizon,nil,3,nil,3
310028,VZWINTERNET,ALUTest-SIMInternet,nil,3,nil,nil
310030,private.centennialwireless.com,Internet,priv,1,privuser,nil
310032,VZWINTERNET,Itewire,nil,3,nil,nil
310035,VZWINTERNET,Etex,nil,3,nil,nil
310040,VZWINTERNET,Mta,nil,3,nil,nil
310050,VZWINTERNET,Alaskacomm,nil,3,nil,nil
310066,internet,U.S.Cellular,*,1,*,nil
310080,corrgprs,CorrWap,nil,1,nil,nil
310090,isp,Internet,nil,1,nil,nil
310100,isp.plateau,PLATWEB,nil,1,nil,nil
310120,sprint,Sprint,nil,1,nil,nil
310120,otasn,OTA,nil,1,nil,nil
310120,cinet.spcs,SPCSGlobal,nil,1,nil,nil
310130,VZWINTERNET,Carolinawest,nil,3,nil,nil
310150,ndo,internet,nil,1,nil,nil
310160,fast.t-mobile.com,T-MobileUS160,nil,1,nil,nil
310160,pcweb.tmobile.com,T-MobileUS160DUN,none,1,none,nil
310160,fast.metropcs.com,MetroPCS160,nil,1,nil,nil
310170,isp.cingular,DataConnect,nil,1,nil,nil
310180,internet.wcc.net,WCW-INTERNET,mmsc,1,13257630000,nil
310200,fast.t-mobile.com,T-MobileUS200,nil,1,nil,nil
310200,pcweb.tmobile.com,T-MobileUS200DUN,none,1,none,nil
310200,fast.metropcs.com,MetroPCS200,nil,1,nil,nil
310210,fast.t-mobile.com,T-MobileUS210,nil,1,nil,nil
310210,pcweb.tmobile.com,T-MobileUS210DUN,none,1,none,nil
310210,fast.metropcs.com,MetroPCS210,nil,1,nil,nil
310220,fast.t-mobile.com,T-MobileUS220,nil,1,nil,nil
310220,pcweb.tmobile.com,T-MobileUS220DUN,none,1,none,nil
310220,fast.metropcs.com,MetroPCS220,nil,1,nil,nil
310230,fast.t-mobile.com,T-MobileUS230,nil,1,nil,nil
310230,pcweb.tmobile.com,T-MobileUS230DUN,none,1,none,nil
310230,fast.metropcs.com,MetroPCS230,nil,1,nil,nil
310240,fast.t-mobile.com,T-MobileUS240,nil,1,nil,nil
310240,pcweb.tmobile.com,T-MobileUS240DUN,none,1,none,nil
310240,fast.metropcs.com,MetroPCS240,nil,1,nil,nil
310250,fast.t-mobile.com,T-MobileUS250,nil,1,nil,nil
310250,pcweb.tmobile.com,T-MobileUS250DUN,none,1,none,nil
310250,fast.metropcs.com,MetroPCS250,nil,1,nil,nil
310260,fast.t-mobile.com,T-MobileGPRS,nil,1,nil,nil
310260,h2g2,ProjectFi-T,none,1,none,nil
310260,fast.metropcs.com,MetroPCS260,nil,1,nil,nil
310260,simple,SIMPLE,nil,1,nil,nil
310260,wap.tracfone,TFWAP,nil,1,nil,nil
310260,wholesale,ConsumerCellular,nil,1,nil,nil
310270,fast.t-mobile.com,T-MobileUS270,nil,1,nil,nil
310270,pcweb.tmobile.com,T-MobileUS270DUN,none,1,none,nil
310270,fast.metropcs.com,MetroPCS270,nil,1,nil,nil
310280,agms,agms,nil,1,nil,nil
310300,fast.t-mobile.com,T-MobileUS300,nil,1,nil,nil
310300,pcweb.tmobile.com,T-MobileUS300DUN,none,1,none,nil
310300,fast.metropcs.com,MetroPCS300,nil,1,nil,nil
310310,fast.t-mobile.com,T-MobileUS310,nil,1,nil,nil
310310,pcweb.tmobile.com,T-MobileUS310DUN,none,1,none,nil
310310,fast.metropcs.com,MetroPCS310,nil,1,nil,nil
310320,isp.cellularoneaz.net,CellularOneNEAZISP,nil,1,nil,nil
310330,VZWINTERNET,Alltel2,nil,3,nil,nil
310360,VZWINTERNET,Pioneer,nil,3,nil,nil
310380,proxy,Cingular380ATT,nil,1,nil,nil
310380,agms.nl.gmm,AGMSGlobal,nil,1,nil,nil
310410,broadband,ATTNextgenphone,nil,1,nil,nil
310410,phone,ATTPhone,nil,1,nil,nil
310410,wap.cingular,ATTWAP,nil,1,nil,nil
310410,PRODATA,DefenseMobile,nil,1,nil,nil
310410,tfdata,TFDATA,nil,1,nil,nil
310420,wap.gocbw.com,CBWData,nil,1,nil,nil
310430,VZWINTERNET,Gci,nil,3,nil,nil
310450,internet.vedge.com,ViaeroConnect,nil,1,nil,nil
310470,isp.cingular,DataConnect,nil,1,nil,nil
310470,wap.cingular,MediaNet,CINGULAR1,1,WAP@CINGULARGPRS.COM,nil
310470,admin.4g.ntelos.com,nTelosOta,nil,1,nil,nil
310470,internet.4g.ntelos.com,nTelosWireless,nil,1,nil,nil
310470,tethering.4g.ntelos.com,nTelosTether,nil,1,nil,nil
310480,isp.cingular,DataConnect,nil,1,nil,nil
310480,wap.cingular,MediaNet,CINGULAR1,1,WAP@CINGULARGPRS.COM,nil
310490,fast.t-mobile.com,T-MobileUS490,nil,1,nil,nil
310490,pcweb.tmobile.com,T-MobileUS490DUN,none,1,none,nil
310490,fast.metropcs.com,MetroPCS490,nil,1,nil,nil
310530,fast.t-mobile.com,T-MobileUS530,nil,1,nil,nil
310530,pcweb.tmobile.com,T-MobileUS530DUN,none,1,none,nil
310530,fast.metropcs.com,MetroPCS530,nil,1,nil,nil
310560,nxtgenphone,ATTNextgenphone,nil,1,nil,nil
310570,internet,CellularOneSmartphone,nil,1,nil,nil
310580,VZWINTERNET,Inland,nil,3,nil,nil
310590,fast.t-mobile.com,T-MobileUS590,nil,1,nil,nil
310590,pcweb.tmobile.com,T-MobileUS590DUN,none,1,none,nil
310590,fast.metropcs.com,MetroPCS590,nil,1,nil,nil
310600,VZWINTERNET,Cellcom,nil,3,nil,nil
310610,internet.epictouch,EpicINT,nil,1,nil,nil
